tweet,label
"Adult and kids clothing , hygiene products , baby supplies , medicine , canned food , scarves and jackets",Food
"cooking assistance , food prep , utensils and misc. cooking supplies.",Food
Can buy and bring food,Food
Ohh yea another storm but this time snow ! ! ! ! ! Nothing crazy like last year tho ........ I think,None
"Will provide & serve nonperishable food. Also,possible coats , jackets , gloves , & hats.",Food
"Serving food at local rescue sites , deliver meals , stock shelves/sort items",Food
I have both clothing and non-perishable foods to donate.,Food
"Matched with * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * No power , food is spoiling non perishable food request Email : * * * * * * * * * * * * * * * * * * * Telephone : * * * * * * * * * * *",Food
"Clothes , Hygiene products , toys , baby supplis , non-perishable , and , more",Food
Feel like running 5 miles in the park .... Hope Sandy permit,None
"Walked 2 blocks from my office on 41st St where the power is up , down to 39th St where the darkside begins. # postSandy http : //t.co/W9tl11bN",Energy
So happy I still have power ... my IPad is ready now my phone is next ... Watching soa for the rest of the night ... # sandy # lonelymonday,None
"I tried to send this already but do not think it went through so I am retyping a shorthand version and resending : I selected "" Other "" because it is a lot of different items : hygiene : feminine products , wash cloths , soap cleaning : rags , bucket , paper towels , gloves clothing : mens- basics , warm , underwear womens- basics , warm , bras , robes unisex- gloves , scarves kids- basics house : bedding , pillows , cooking utensils , some plastic forks food : oatmeal , canned goods , beverages",Food
"soap , shampoo dried grains ( oatmeal , couscous , etc. )",Food
"My husband and I would be coming from Bergen county nj , so whatever supplies/goods/food we can fit in our truck we 'd be happy to bring. With enough notice I could bring some hot meals as well.",Food
# latenightcrew # sandy # coopfoodanddrink # hotelonrivington @ Co-op Food & amp ; Drink http : //t.co/HYowDIX5,None
"Charrito 's served free food todaty in # hoboken # hurricanesandy # njsandy @ Hoboken , NJ http : //t.co/verhpLaa",Food
Chili ( vegan ),Food
Shower Curtain Scrubbing Bubbles/Bathroom Cleaner Dish Soap Sponges Towels and Wash Cloths Bathmats Batteries ( of all kinds ) Toilet Paper Laundry Detergent,Energy
"We have men 's clothes , women 's clothes , maternity clothes , and newborn baby girl clothes. We have baby-related supplies , food , home goods and hygiene products. Please let us know how we can help.",Food
I have lots of hand and power tools as well as garden tools,Medical
Can help prepare food. Grocery shop for seniors.,Food
"I would like to donate clothing , non-perishable food items and baby items , that we collect here in our community. Also , may be available to volunteer in a shelter during Thanksgiving weekend ( November 22 - 26 ) . Not physically big or strong but can help in other ways.",Food
# Sandy is clearly not inspiring a low carb diet ! ! ! Quick grab the ..... cinnamon Raisin English muffins .... http : //t.co/chPj1VIP,None
"* NEED MET * Toilet paper , paper plates , disposable cutlery , flashlights , batteries , non perishable food",Food
I can cook or hand our food if needed as well,Food
"non-perishable food , water , diapers , tarp and other supplies",Food
"I have baby items , non-perishable food , and hygiene products. Where can I bring them ? !",Food
HURRICANE LIFE # needpower # needshower @ SoHo http : //t.co/7wRh1AnL,Energy
I am fluent in Spanish and I also use sign language. I can prepare and serve food as well,Food
canned/dry goods,Food
"I got batteries , flashlights , first aid and 72 hour kit. BRING IT ON # HurricaneSandy IM READY ! ! ! !",None
"I have a number of items I can donate. My kids wanted to donate some gently used toys , board books , puzzles and a toddler kitchen ( Fisher Price ) that is in great condition with a number of pans and utensils. We also have some towels and sheets that are in good condition , some men 's shoes ( size 13 ) , a bag of kids clothes and some dried soup mixes.",Food
"Canned good , 3 gallons of drinking water.",Food
Pass out food or relief supplies,Food
"We are not currently accepting clothing donations at this time because we are unable to process them. There are very limited resources and facilities to sort , store , and distribute clothing in the disaster area -- there are literally piles of clothing going to waste as many people have severe damage to their homes and no dry place to keep them and they are getting moldy & dirty. Donations of gently used clothes should go to the Salvation Army or Goodwill accordingly. Donations of non perishable items such as ready to eat items ( tuna , soups , pasta , cereal ) , water , batteries , flashlights , and cleaning supplies are always welcome at our donation drop off at 23-74 38th st btwn 23rd ave & Astoria Blvd. Thanks !",Food
"On 12/10 * * * * * * e-mailed her and copied LES. Message below : Sorry for the delay in getting back to you. After checking the donations in the office , I unfortunately do not have any baby food. Right now , I have : Blankets 1 woman 's coat 1 boys coat ( XS , ages 4-5 ) Various hygiene products 2 bags of beans Infant multivitamins Lots of baby wipes Batteries If you need any or all of the following , please call me today at * * * * * * * * * * * * * and we can arrange a meeting place. * * * I have not seeing any response from * * * * * * yet , but a follow up is still needed to make sure she gets baby food and if she needs any of the items above * * * Thanks * * * *",Food
Haven 't spoken to my sperm donor ( dad ) in over a year .... Yet he been calling me all morning. Thx to # HurricaneSandy,None
Cereal water canned food Are there more needed items ? Please let me know.,Food
"Got lots of baby wipes , batteries , and beans from * * * * * * ( to which she was very grateful ) . Still needs baby food , women 's shoes ( 9.5 to 10 ) and grocery type food.",Food
"drivers license , food prep ,",Food
"Rockaways also need mops , ready-to-eat food and cleaning supplies ( Saturday , 11/3 , 1 : 47 PM )",Food
"We are Rescue Ministries Church , a Soup Kitchen and Food Pantry located at 2083 Richmond Terrace. We will be bring Hot meals to Hurricane site to feed the need. We need all paper products and foil trays to prepare , transport , and burners to keep food hot to serve food to the communities in need. Cleaning supplies including gloves , masks , trash bags , baby supplies , and famine products. We have noticed that there is also a need for sleeping bags , coats , winter gloves for all age groups. We will prepare food at church to bring to sites by 10 : 00 am. For more information please call contact number.",Food
Food prep,Food
Bottled water,Water
I have general household tools and a case of bottled water !,Water
"Frankin-Storm is coming ... I 'm prepping with Coffee , Vitamin Water & amp ; NWA Clash of the Champions .... # ChopDaddy Approved ... # Sandy",None
